entry_id,transaction_id,posting_date,account_id,debit,credit,currency,voucher_id,source_system,source_id,dimensions,entry_sequence,description
2026-02-25T062229Z-vw12ux-e2,2026-02-25T062229Z-vw12ux,2024-11-29,1910,0.00,250.00,EUR,bank_row:synth-b-060:journal:1,default,bank_row:synth-b-060:journal:1,,2,Synthetic monthly internal transfer out to Holvi
2026-02-25T062229Z-o2ejcw-e1,2026-02-25T062229Z-o2ejcw,2024-11-29,1911,250.00,0.00,EUR,bank_row:synth-b-061:journal:1,default,bank_row:synth-b-061:journal:1,,1,Synthetic monthly internal transfer in from OP
2026-02-25T062229Z-o2ejcw-e2,2026-02-25T062229Z-o2ejcw,2024-11-29,1998,0.00,250.00,EUR,bank_row:synth-b-061:journal:1,default,bank_row:synth-b-061:journal:1,,2,Synthetic monthly internal transfer in from OP
2026-02-25T062229Z-ejvd02-e1,2026-02-25T062229Z-ejvd02,2024-12-05,1910,1000.00,0.00,EUR,bank_row:synth-b-028:journal:1,default,bank_row:synth-b-028:journal:1,,1,Synthetic owner loan received
2026-02-25T062229Z-ejvd02-e2,2026-02-25T062229Z-ejvd02,2024-12-05,2370,0.00,1000.00,EUR,bank_row:synth-b-028:journal:1,default,bank_row:synth-b-028:journal:1,,2,Synthetic owner loan received
2026-02-25T062230Z-u8lpgr-e1,2026-02-25T062230Z-u8lpgr,2024-12-18,6800,300.00,0.00,EUR,asset:a1001:depr:2024-12,default,asset:a1001:depr:2024-12,,1,Synthetic depreciation booking a1001
2026-02-25T062230Z-u8lpgr-e2,2026-02-25T062230Z-u8lpgr,2024-12-18,1162,0.00,300.00,EUR,asset:a1001:depr:2024-12,default,asset:a1001:depr:2024-12,,2,Synthetic depreciation booking a1001
2026-02-25T062230Z-mppls1-e1,2026-02-25T062230Z-mppls1,2024-12-18,1910,400.00,0.00,EUR,asset:a1001:dispose:2024-12-18,default,asset:a1001:dispose:2024-12-18,,1,Synthetic asset disposal booking a1001
2026-02-25T062230Z-mppls1-e2,2026-02-25T062230Z-mppls1,2024-12-18,1162,300.00,0.00,EUR,asset:a1001:dispose:2024-12-18,default,asset:a1001:dispose:2024-12-18,,2,Synthetic asset disposal booking a1001
2026-02-25T062230Z-mppls1-e3,2026-02-25T062230Z-mppls1,2024-12-18,8680,500.00,0.00,EUR,asset:a1001:dispose:2024-12-18,default,asset:a1001:dispose:2024-12-18,,3,Synthetic asset disposal booking a1001
2026-02-25T062230Z-mppls1-e4,2026-02-25T062230Z-mppls1,2024-12-18,1160,0.00,1200.00,EUR,asset:a1001:dispose:2024-12-18,default,asset:a1001:dispose:2024-12-18,,4,Synthetic asset disposal booking a1001
2026-02-25T062230Z-lpmat3-e1,2026-02-25T062230Z-lpmat3,2024-12-20,8564,5.00,0.00,EUR,bank_row:synth-b-009:journal:1,default,bank_row:synth-b-009:journal:1,,1,Synthetic bank service fee
2026-02-25T062230Z-lpmat3-e2,2026-02-25T062230Z-lpmat3,2024-12-20,1910,0.00,5.00,EUR,bank_row:synth-b-009:journal:1,default,bank_row:synth-b-009:journal:1,,2,Synthetic bank service fee
2026-02-25T062230Z-jxsb0b-e1,2026-02-25T062230Z-jxsb0b,2024-12-27,1910,2500.00,0.00,EUR,bank_row:synth-b-029:journal:1,default,bank_row:synth-b-029:journal:1,,1,Synthetic business transfer partial receipt (VAT 0%)
2026-02-25T062230Z-jxsb0b-e2,2026-02-25T062230Z-jxsb0b,2024-12-27,3002,0.00,2500.00,EUR,bank_row:synth-b-029:journal:1,default,bank_row:synth-b-029:journal:1,,2,Synthetic business transfer partial receipt (VAT 0%)
2026-02-25T062230Z-nelt8y-e1,2026-02-25T062230Z-nelt8y,2024-12-30,8564,1.00,0.00,EUR,adjustment:2024-12-30:1,default,adjustment:2024-12-30:1,,1,Synthetic year-end adjustment voucher
2026-02-25T062230Z-nelt8y-e2,2026-02-25T062230Z-nelt8y,2024-12-30,1910,0.00,1.00,EUR,adjustment:2024-12-30:1,default,adjustment:2024-12-30:1,,2,Synthetic year-end adjustment voucher
2026-02-25T062230Z-x6njjj-e1,2026-02-25T062230Z-x6njjj,2024-12-31,1998,260.00,0.00,EUR,bank_row:synth-b-062:journal:1,default,bank_row:synth-b-062:journal:1,,1,Synthetic monthly internal transfer out to Holvi
2026-02-25T062230Z-x6njjj-e2,2026-02-25T062230Z-x6njjj,2024-12-31,1910,0.00,260.00,EUR,bank_row:synth-b-062:journal:1,default,bank_row:synth-b-062:journal:1,,2,Synthetic monthly internal transfer out to Holvi
2026-02-25T062230Z-41ndms-e1,2026-02-25T062230Z-41ndms,2024-12-31,1911,260.00,0.00,EUR,bank_row:synth-b-063:journal:1,default,bank_row:synth-b-063:journal:1,,1,Synthetic monthly internal transfer in from OP
2026-02-25T062230Z-41ndms-e2,2026-02-25T062230Z-41ndms,2024-12-31,1998,0.00,260.00,EUR,bank_row:synth-b-063:journal:1,default,bank_row:synth-b-063:journal:1,,2,Synthetic monthly internal transfer in from OP
